,,,,AR_avg,AR_min,AR_min/max,nDCG_avg,nDCG_min,nDCG_min/max
resultRaw_coupled_unbiased_0,sim,8,mf_230_1.0_avg_sim_group_8_SPGreedy_1.0,0.0039671020920062,0.001382983762299664,0.1933219700285011,0.08819758725238819,0.029720009850380983,0.18653824940358296
resultRaw_coupled_unbiased_0,sim,8,mf_230_1.0_fai_sim_group_8,0.003503339939224881,0.0014594601829398663,0.24697153418104995,0.07495658034636075,0.028988042883511998,0.218453055746725
resultRaw_coupled_unbiased_0,sim,8,mf_230_1.0_xpo_sim_group_8,0.00426819750060996,0.001558626340558094,0.20958006428043144,0.0966116543860905,0.032213022915906414,0.18445468342922838
resultRaw_coupled_unbiased_0,div,2,mf_230_1.0_avg20_div_group_2,0.005431288307982046,0.0032390322378087694,0.4636088877580661,0.11553679436186276,0.06303466668352388,0.4224333889038732
resultRaw_coupled_unbiased_0,div,2,mf_230_1.0_avg_div_group_2_FuzzyDHondtDirectOptimize_1.0,0.0038298815383963477,0.0025173198987403227,0.5127787242288268,0.07842010987774838,0.05202184420992412,0.5122940694330622
resultRaw_coupled_unbiased_0,div,2,mf_230_1.0_avg_div_group_2_FuzzyDHondt_1.0,0.005398067876617301,0.0037697802990559444,0.5589874601680253,0.11253949675745305,0.0765239440732553,0.537258880598692
resultRaw_coupled_unbiased_0,div,2,mf_230_1.0_avg_div_group_2_GFAR_1.0,0.006064062496486673,0.004246485542163557,0.563575507301235,0.1252502905060079,0.0870933486114546,0.5530568559612419
resultRaw_coupled_unbiased_0,div,2,mf_230_1.0_avg_div_group_2_GreedyLM_1.0,0.005783693125072893,0.004046119231621656,0.562149213742121,0.1185789909936597,0.08180445241306189,0.5474475896586941
resultRaw_coupled_unbiased_0,div,2,mf_230_1.0_avg_div_group_2_SPGreedy_1.0,0.005446805533043684,0.0032781874764894014,0.4690206615070383,0.11685396650779499,0.06821268975459274,0.45373620950313215
resultRaw_coupled_unbiased_0,div,2,mf_230_1.0_fai_div_group_2,0.006059903194284188,0.004244268584736748,0.5636488434567866,0.12427752096236104,0.08777516966013389,0.5639104368418093
resultRaw_coupled_unbiased_0,div,2,mf_230_1.0_xpo_div_group_2,0.006064184247857497,0.004246376999672361,0.5635682013688351,0.11686019973135801,0.07827905108828036,0.5301495033527184
resultRaw_coupled_unbiased_0,div,4,mf_230_1.0_avg20_div_group_4,0.0028020808189365204,0.0007364430469749147,0.1541693315484771,0.05967290208781165,0.013176645581870644,0.12498006933197907
resultRaw_coupled_unbiased_0,div,4,mf_230_1.0_avg_div_group_4_FuzzyDHondtDirectOptimize_1.0,0.001993375661331865,0.0005853760866207976,0.15971893188096906,0.04073701705116919,0.011692637117941475,0.1518113189851677
resultRaw_coupled_unbiased_0,div,4,mf_230_1.0_avg_div_group_4_FuzzyDHondt_1.0,0.0028450297520509617,0.0011081659150435485,0.23923885200189693,0.05918146784242899,0.021084754431446966,0.21210677169063416
resultRaw_coupled_unbiased_0,div,4,mf_230_1.0_avg_div_group_4_GFAR_1.0,0.0036797651788837244,0.0016777622532378714,0.2957819411878224,0.07348364704484772,0.03222557429208633,0.280809493474166
resultRaw_coupled_unbiased_0,div,4,mf_230_1.0_avg_div_group_4_GreedyLM_1.0,0.0030194757622462047,0.0012307470685669517,0.25365347235996694,0.06191382181356498,0.02243956831829747,0.21705496146765327
resultRaw_coupled_unbiased_0,div,4,mf_230_1.0_avg_div_group_4_SPGreedy_1.0,0.002930384301679759,0.0009825057906009114,0.20474439759746937,0.0630744498721156,0.02065651313232379,0.19596511212106016
resultRaw_coupled_unbiased_0,div,4,mf_230_1.0_fai_div_group_4,0.003666321827001824,0.0016710524596661393,0.2952299930143772,0.07183270158458936,0.03238312988962555,0.2918488185402404
resultRaw_coupled_unbiased_0,div,4,mf_230_1.0_xpo_div_group_4,0.00365630262819813,0.0016449232657930175,0.2906134049986639,0.07011702473870798,0.029140309996793394,0.26065943045573214
resultRaw_coupled_unbiased_0,div,8,mf_230_1.0_avg20_div_group_8,0.0016113219612699493,5.1380634686427796e-05,0.012649385396430873,0.03441696018068608,0.0009040214412788465,0.009854982196138994
resultRaw_coupled_unbiased_0,div,8,mf_230_1.0_avg_div_group_8_FuzzyDHondtDirectOptimize_1.0,0.001186743533199064,4.9313665106553275e-05,0.014460013111878226,0.023435171373500423,0.0009193588802242065,0.013240593332292477
resultRaw_coupled_unbiased_0,div,8,mf_230_1.0_avg_div_group_8_FuzzyDHondt_1.0,0.0016292244119643783,0.00014191103030087877,0.03753792743380751,0.03408577783778287,0.0025577976913116166,0.030771403940820254
resultRaw_coupled_unbiased_0,div,8,mf_230_1.0_avg_div_group_8_GFAR_1.0,0.0021746034191596608,0.00044720832020887335,0.10506343152987281,0.044284797069654505,0.007793668499499569,0.08385580396939324
resultRaw_coupled_unbiased_0,div,8,mf_230_1.0_avg_div_group_8_GreedyLM_1.0,0.0016664111772762226,0.00013718259577557882,0.03524251547501231,0.035040567713904715,0.002357233094816187,0.027212328426275485
resultRaw_coupled_unbiased_0,div,8,mf_230_1.0_avg_div_group_8_SPGreedy_1.0,0.0018405659546154468,0.00024572509961662736,0.06171184326045884,0.038604963430845775,0.00482563361697347,0.05706094967834847
resultRaw_coupled_unbiased_0,div,8,mf_230_1.0_fai_div_group_8,0.002119219657923786,0.0004299502617004686,0.10374739697043862,0.040946560748956945,0.007597297718474254,0.09026671857365044
resultRaw_coupled_unbiased_0,div,8,mf_230_1.0_xpo_div_group_8,0.002141440403391795,0.0003654349036344529,0.08417059982497833,0.042247027567381266,0.00603419976226952,0.06552140931827076
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_avg20_sim_group_2,0.006123293329631124,0.004328469706737265,0.5816887966135664,0.12036201057048146,0.08102651534366496,0.5460766891402872
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_avg20_sim_group_2_weighted,0.0060086204514032,0.003089105357347982,0.39634311762367247,0.11720973258671889,0.06034971519919483,0.396978179571413
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_avg_sim_group_2_FuzzyDHondtDirectOptimize_1.0,0.005250497760223508,0.0037852923838964055,0.596322719230026,0.10724198001223018,0.07544993869615657,0.5767755631069339
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_avg_sim_group_2_FuzzyDHondtDirectOptimize_1.0_weighted,0.005531495904079722,0.0027970983219864844,0.39443904394414636,0.10994050472821656,0.057461425844320554,0.4065063050455287
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_avg_sim_group_2_FuzzyDHondt_1.0,0.006156670300865202,0.004613586996702824,0.6274476914034554,0.12022040044630813,0.08515933017637636,0.5856671730432874
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_avg_sim_group_2_FuzzyDHondt_1.0_weighted,0.006062119446712587,0.003747052207807617,0.4929728245723509,0.11785817763925462,0.07029479477192355,0.47319224651643094
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_avg_sim_group_2_GFAR_1.0,0.006561020095376255,0.005041438427694378,0.649173389889548,0.12262426834581946,0.090480483050329,0.6174834259645902
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_avg_sim_group_2_GreedyLM_1.0,0.006463754203184378,0.004944635508441327,0.6443813285800607,0.12325343214868419,0.08964739500447517,0.6059016092087686
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_avg_sim_group_2_SPGreedy_1.0,0.00613996766512423,0.004363590474036534,0.5868177621321718,0.1153206105526489,0.07907238079597251,0.564156106217017
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_fai_sim_group_2,0.006521986465309686,0.0050095894474791805,0.6489015577089107,0.11632077689878226,0.08547853328034724,0.6165982685998422
resultRaw_coupled_unbiased_5,sim,2,mf_230_1.0_xpo_sim_group_2,0.00658467923066081,0.0050533415064877305,0.6494426373583028,0.11468444475738863,0.08171134252416361,0.590986287602805
resultRaw_coupled_unbiased_5,sim,2,mf_data_fai_sim_group_2,0.00654280934974719,0.005040162886638273,0.651604764214289,0.1167415059038779,0.08663868858602199,0.6222856873300253
resultRaw_coupled_unbiased_5,sim,2,mf_data_xpo_sim_group_2,0.0065971354205257475,0.0050790285898063905,0.6524841734924797,0.11441139423322706,0.08189511675308087,0.5938935565664237
resultRaw_coupled_unbiased_5,sim,4,mf_230_1.0_avg20_sim_group_4,0.004464831307587009,0.0021158198244733586,0.3123446525308641,0.08743144978045535,0.037817903041194464,0.2749265818617562
resultRaw_coupled_unbiased_5,sim,4,mf_230_1.0_avg_sim_group_4_FuzzyDHondtDirectOptimize_1.0,0.004080776832874402,0.0019896471759061484,0.32182592096078355,0.07878816814021726,0.036446468661853984,0.29856412015592676
resultRaw_coupled_unbiased_5,sim,4,mf_230_1.0_avg_sim_group_4_FuzzyDHondt_1.0,0.00447786909290988,0.002249491052877326,0.33683565007181143,0.08707718872759124,0.040934629290296384,0.30607986251963126
resultRaw_coupled_unbiased_5,sim,4,mf_230_1.0_avg_sim_group_4_GFAR_1.0,0.004340708208722796,0.002492909660687188,0.4039577490873781,0.08445098049935132,0.0440827883389222,0.35340720759446564
resultRaw_coupled_unbiased_5,sim,4,mf_230_1.0_avg_sim_group_4_GreedyLM_1.0,0.004544071788266348,0.002461274038802985,0.37206796653342755,0.08759900712597654,0.04354213758341626,0.329600954990364
resultRaw_coupled_unbiased_5,sim,4,mf_230_1.0_avg_sim_group_4_SPGreedy_1.0,0.0044569333128577195,0.0022014510045408543,0.3309469644738972,0.08151499118565059,0.039379595140706596,0.3202679554572277
resultRaw_coupled_unbiased_5,sim,4,mf_230_1.0_fai_sim_group_4,0.004101731964528374,0.0023422327110604385,0.39993121225083994,0.07257924578343732,0.03925058954911908,0.370047550529275
resultRaw_coupled_unbiased_5,sim,4,mf_230_1.0_xpo_sim_group_4,0.004474314053979224,0.0024961559461108675,0.3888985325915379,0.07966419285890525,0.040266727961807275,0.3374259308222269
resultRaw_coupled_unbiased_5,sim,8,mf_230_1.0_avg20_sim_group_8,0.003261155588126525,0.0008386590847255887,0.13196651825679828,0.06299016845520135,0.013977023737286357,0.10951233050760618
resultRaw_coupled_unbiased_5,sim,8,mf_230_1.0_avg_sim_group_8_FuzzyDHondtDirectOptimize_1.0,0.002970271884803778,0.0008233325136041199,0.14307219012137945,0.055769710848996755,0.013859143708605496,0.12248756518000867
resultRaw_coupled_unbiased_5,sim,8,mf_230_1.0_avg_sim_group_8_FuzzyDHondt_1.0,0.0032655693049968215,0.000977653054321016,0.15974291819763148,0.0628010124830403,0.016630344789065145,0.1351644517862178
resultRaw_coupled_unbiased_5,sim,8,mf_230_1.0_avg_sim_group_8_GFAR_1.0,0.003275722476096413,0.0011207740599436028,0.19008285427731303,0.06299982698509492,0.01903329271448412,0.15887253619475766
resultRaw_coupled_unbiased_5,sim,8,mf_230_1.0_avg_sim_group_8_GreedyLM_1.0,0.0032721793556462473,0.0011101633871039062,0.18541014440992418,0.06275316443633858,0.018538775540798053,0.15322328803078664
resultRaw_coupled_unbiased_5,sim,8,mf_230_1.0_avg_sim_group_8_SPGreedy_1.0,0.0031308697246290847,0.000961075371855765,0.16271504212608373,0.05725950824865013,0.01666864128329137,0.152330073484174
resultRaw_coupled_unbiased_5,sim,8,mf_230_1.0_fai_sim_group_8,0.0026330429835030875,0.0009894543562451105,0.21289477604692894,0.047142473427162046,0.01576457000573207,0.17674273865640724
resultRaw_coupled_unbiased_5,sim,8,mf_230_1.0_xpo_sim_group_8,0.003283159180806676,0.0010732668209435664,0.17940385227913522,0.06220557386311251,0.017873800882021836,0.14922490916651457
resultRaw_coupled_unbiased_5,div,2,mf_230_1.0_avg20_div_group_2,0.0041321134886400275,0.002321159085005722,0.43657384595939763,0.07295108989783168,0.037547158299723514,0.40234072219043365
resultRaw_coupled_unbiased_5,div,2,mf_230_1.0_avg_div_group_2_FuzzyDHondtDirectOptimize_1.0,0.002878959110978053,0.0017892686375208598,0.4818168169265257,0.04933817616145571,0.030420955506155593,0.4777903126104372
resultRaw_coupled_unbiased_5,div,2,mf_230_1.0_avg_div_group_2_FuzzyDHondt_1.0,0.004087398557514813,0.0027032290872941755,0.5243693046910017,0.07096935923285702,0.045182091060352265,0.5030408604949386
resultRaw_coupled_unbiased_5,div,2,mf_230_1.0_avg_div_group_2_GFAR_1.0,0.004631458660623105,0.003070119140365873,0.529713482512131,0.07966929852272253,0.05167346475063559,0.5151183461297422
resultRaw_coupled_unbiased_5,div,2,mf_230_1.0_avg_div_group_2_GreedyLM_1.0,0.004406434857536262,0.0029183905779744273,0.5279102304408553,0.07522720335268152,0.04847144370551374,0.5119427817339729
resultRaw_coupled_unbiased_5,div,2,mf_230_1.0_avg_div_group_2_SPGreedy_1.0,0.004141868181975634,0.002348040686272522,0.4414785469203735,0.0738188253305091,0.0404553509236567,0.42860103916257875
resultRaw_coupled_unbiased_5,div,2,mf_230_1.0_fai_div_group_2,0.004628676412944601,0.003068421539884622,0.529689105715072,0.07921316423189555,0.05198662036520013,0.5227590949228759
resultRaw_coupled_unbiased_5,div,2,mf_230_1.0_xpo_div_group_2,0.004631597860887009,0.0030685326548222404,0.5294665831683053,0.07567353162388982,0.04722558458432564,0.4948627360570574
resultRaw_coupled_unbiased_5,div,4,mf_230_1.0_avg20_div_group_4,0.002056671639774442,0.00047906842356170023,0.13546371143608316,0.03659090806965105,0.007278913352442779,0.11258610136245192
resultRaw_coupled_unbiased_5,div,4,mf_230_1.0_avg_div_group_4_FuzzyDHondtDirectOptimize_1.0,0.00145743015333635,0.0003797243111904132,0.13901428782235287,0.025143135605122595,0.006395658808916574,0.13261297332058516
resultRaw_coupled_unbiased_5,div,4,mf_230_1.0_avg_div_group_4_FuzzyDHondt_1.0,0.002078330555143106,0.0007305711721720646,0.21082053447452953,0.03632270684963607,0.011639703558983007,0.18733505406069678
resultRaw_coupled_unbiased_5,div,4,mf_230_1.0_avg_div_group_4_GFAR_1.0,0.0027356737666591724,0.001130261226217633,0.2598011817341279,0.04593665619435801,0.017948259496040814,0.24188490576959976
resultRaw_coupled_unbiased_5,div,4,mf_230_1.0_avg_div_group_4_GreedyLM_1.0,0.0022200748802957398,0.0008139620699770914,0.22198581019826216,0.03817244372912843,0.012481224558678965,0.19341460838478639
resultRaw_coupled_unbiased_5,div,4,mf_230_1.0_avg_div_group_4_SPGreedy_1.0,0.0021431424494618967,0.0006414233016323015,0.18008197161421202,0.03876728999819093,0.011363687043407898,0.17242359898819487
resultRaw_coupled_unbiased_5,div,4,mf_230_1.0_fai_div_group_4,0.0027284946703545975,0.0011283860588518768,0.2594744034236388,0.045149235350660025,0.018012372095085914,0.248613503975081
resultRaw_coupled_unbiased_5,div,4,mf_230_1.0_xpo_div_group_4,0.002718927583012153,0.001109434826945708,0.25570715901559976,0.0444276781575904,0.01632558685576925,0.22431348424496728
resultRaw_coupled_unbiased_5,div,8,mf_230_1.0_avg20_div_group_8,0.0011453120921360693,3.046301034065264e-05,0.010148842250345864,0.02043060224163278,0.0004533676490202579,0.0080595598189296
resultRaw_coupled_unbiased_5,div,8,mf_230_1.0_avg_div_group_8_FuzzyDHondtDirectOptimize_1.0,0.0008521953112630082,2.9046021933637062e-05,0.01132641224162785,0.014177190786387149,0.00044873357410714403,0.010106451939522495
resultRaw_coupled_unbiased_5,div,8,mf_230_1.0_avg_div_group_8_FuzzyDHondt_1.0,0.0011529460249261087,8.515570997883653e-05,0.030076901007832932,0.02023362389961389,0.0012901940395157344,0.02503746506985098
resultRaw_coupled_unbiased_5,div,8,mf_230_1.0_avg_div_group_8_GFAR_1.0,0.0015667074097779352,0.0002784705359311162,0.0856696214051236,0.026815106593566725,0.004063202126067189,0.06925317259415496
resultRaw_coupled_unbiased_5,div,8,mf_230_1.0_avg_div_group_8_GreedyLM_1.0,0.0011864691040899922,8.173585696825892e-05,0.028141872543930913,0.02084594509062531,0.0012057393160134556,0.02264899968953343
resultRaw_coupled_unbiased_5,div,8,mf_230_1.0_avg_div_group_8_SPGreedy_1.0,0.0013071435844023527,0.00014844186584278278,0.05000937695534193,0.023088721455505196,0.0024435755484311598,0.04612445678800883
resultRaw_coupled_unbiased_5,div,8,mf_230_1.0_fai_div_group_8,0.001538695972460832,0.00026827390857148717,0.08369993102779738,0.02512716913312082,0.003939413213520556,0.07163048166814749
resultRaw_coupled_unbiased_5,div,8,mf_230_1.0_xpo_div_group_8,0.001544828323621536,0.0002266513397279472,0.06861846335656449,0.025765265089332173,0.0031411476306474617,0.053622065681246604
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_avg20_sim_group_2,0.004783972688274222,0.0031842722499111522,0.5466354464686268,0.08075762063762662,0.04997480819295666,0.5022211537099625
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_avg20_sim_group_2_weighted,0.004698414237318683,0.0023370511797584136,0.3857809598217394,0.07841331049323136,0.038032571645865106,0.38058075936254304
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_avg_sim_group_2_FuzzyDHondtDirectOptimize_1.0,0.0042184042358419035,0.002853428031400218,0.555085949900108,0.07357555432225604,0.04721951598719259,0.5244837779366261
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_avg_sim_group_2_FuzzyDHondtDirectOptimize_1.0_weighted,0.00436762876091379,0.0021447642770536404,0.38592067062150126,0.07432730699485135,0.03650162305917585,0.3895908687493877
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_avg_sim_group_2_FuzzyDHondt_1.0,0.004806063944581293,0.0033751583423074173,0.5839671858733811,0.08068555789912765,0.05218114630308362,0.5331823606250538
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_avg_sim_group_2_FuzzyDHondt_1.0_weighted,0.004733466439970795,0.0028007707869278494,0.4713096037415146,0.07892315908520091,0.04377373775065981,0.4444538278926028
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_avg_sim_group_2_GFAR_1.0,0.004983174276301368,0.0035784200146812954,0.6002876056867064,0.08024830775261609,0.053725791971200844,0.556046737874541
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_avg_sim_group_2_GreedyLM_1.0,0.004962878173433,0.0035425226409996242,0.593021754645129,0.08177907964130889,0.05399468210935821,0.5463171402464928
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_avg_sim_group_2_SPGreedy_1.0,0.004793260454370919,0.0032054147199978528,0.5510309453041159,0.07678834641197371,0.04825465803738936,0.5192304848176699
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_fai_sim_group_2,0.004953789108663288,0.003555307267371172,0.6004993291784223,0.0757744028859556,0.050459775272247154,0.5563401808019718
resultRaw_coupled_unbiased_10,sim,2,mf_230_1.0_xpo_sim_group_2,0.005005756290776855,0.003589875790336218,0.6014251833763625,0.07590741122884223,0.04897254557781805,0.5335024820238287
resultRaw_coupled_unbiased_10,sim,2,mf_data_fai_sim_group_2,0.004971493070003292,0.0035825410674774905,0.6024962780533077,0.07593241423909351,0.051292540107635995,0.5618255174823081
resultRaw_coupled_unbiased_10,sim,2,mf_data_xpo_sim_group_2,0.005014310647653159,0.0036117587377367763,0.6037472504284682,0.07554064556922427,0.04900785504491173,0.5341541238570852
resultRaw_coupled_unbiased_10,sim,4,mf_230_1.0_avg20_sim_group_4,0.0035102281416529266,0.001487286933300537,0.2712827813155186,0.058615622395146956,0.022224435586543075,0.2346421177148133
resultRaw_coupled_unbiased_10,sim,4,mf_230_1.0_avg_sim_group_4_FuzzyDHondtDirectOptimize_1.0,0.0032485776475221586,0.0014073993601245837,0.27700842932568054,0.05375165768839414,0.021272823254971783,0.24774980795897583
resultRaw_coupled_unbiased_10,sim,4,mf_230_1.0_avg_sim_group_4_FuzzyDHondt_1.0,0.00351057796345933,0.0015717336905200227,0.2901586390416171,0.058273627953925565,0.023690610211983862,0.2561948706834426
resultRaw_coupled_unbiased_10,sim,4,mf_230_1.0_avg_sim_group_4_GFAR_1.0,0.0032247093515424133,0.0016531312318967158,0.3470358967543249,0.054159058199715004,0.024159383878462233,0.2905774201801665
resultRaw_coupled_unbiased_10,sim,4,mf_230_1.0_avg_sim_group_4_GreedyLM_1.0,0.0035172928235995566,0.0016997066615291711,0.32046394406206846,0.05808989826313203,0.024874464973126887,0.2737673651413714
resultRaw_coupled_unbiased_10,sim,4,mf_230_1.0_avg_sim_group_4_SPGreedy_1.0,0.0034640399055985913,0.0015244248289194896,0.2853817987006794,0.05361312866166198,0.02237102460109072,0.2658054532099033
resultRaw_coupled_unbiased_10,sim,4,mf_230_1.0_fai_sim_group_4,0.0030269271715025387,0.0015451093124356902,0.343520431608624,0.045946252205221264,0.02119553536453415,0.3020129732742799
resultRaw_coupled_unbiased_10,sim,4,mf_230_1.0_xpo_sim_group_4,0.0033554798907067065,0.0016664469725810017,0.3341619992666872,0.05163412743846446,0.022268011822336474,0.27706210884077653
resultRaw_coupled_unbiased_10,sim,8,mf_230_1.0_avg20_sim_group_8,0.002540526035403079,0.0005584555116983991,0.10660976605593797,0.04194190665503268,0.007701698455151197,0.08475357617692021
resultRaw_coupled_unbiased_10,sim,8,mf_230_1.0_avg_sim_group_8_FuzzyDHondtDirectOptimize_1.0,0.0023489825361522358,0.0005490229171141258,0.11410871613800991,0.03793936752665695,0.0075952998342522105,0.09191660478064481
resultRaw_coupled_unbiased_10,sim,8,mf_230_1.0_avg_sim_group_8_FuzzyDHondt_1.0,0.0025345957681383326,0.0006477102886574449,0.1283112652613773,0.0417110836999851,0.009084062346558173,0.10280283308507669
resultRaw_coupled_unbiased_10,sim,8,mf_230_1.0_avg_sim_group_8_GFAR_1.0,0.0024119454668406815,0.0007040583149092021,0.15259157691357836,0.03996460934592081,0.009878844649498722,0.1198778764172921
resultRaw_coupled_unbiased_10,sim,8,mf_230_1.0_avg_sim_group_8_GreedyLM_1.0,0.002499742466220283,0.0007187575055252164,0.1467546011957752,0.04118934160086189,0.009919837811625948,0.11624466598584642
resultRaw_coupled_unbiased_10,sim,8,mf_230_1.0_avg_sim_group_8_SPGreedy_1.0,0.002380355145741018,0.0006149076149398607,0.12938759118282406,0.03695227332122536,0.008758096240546662,0.11544958043282261
resultRaw_coupled_unbiased_10,sim,8,mf_230_1.0_fai_sim_group_8,0.001896470248130569,0.0006129322150739157,0.17152554947993334,0.029366633032352603,0.007986724098677272,0.13268265446010802
